id,nationality,age,days_since_first_stay,days_since_last_stay,market_segment,segment
48574,FRA,50,295,295,Travel Agent/Operator,Occasional Guests
48576,BRA,54,294,294,Other,Occasional Guests
48577,PRT,32,297,297,Other,Seasonal Spenders
48578,FRA,44,297,297,Other,Occasional Guests
48580,ITA,58,294,294,Groups,Occasional Guests
48581,GBR,59,297,297,Other,Occasional Guests
48583,GBR,26,297,297,Other,Occasional Guests
48585,DEU,31,297,297,Other,Occasional Guests
48587,USA,46,296,296,Other,Occasional Guests
48590,BEL,60,296,296,Other,Occasional Guests
48592,DEU,48,294,294,Other,Occasional Guests
48595,ITA,22,297,297,Other,Occasional Guests
48597,PRT,36,294,294,Other,Occasional Guests
48598,DNK,54,296,296,Other,Occasional Guests
48600,PRT,36,294,294,Complementary,Low Spend Guests
48601,ESP,27,296,296,Other,Occasional Guests
48602,ESP,27,296,296,Other,Occasional Guests
48603,CHE,30,298,298,Other,Seasonal Spenders
48606,AUS,29,297,297,Other,Occasional Guests
48608,ESP,72,298,298,Other,Occasional Guests
48610,BEL,25,297,297,Other,Seasonal Spenders
48612,BEL,56,297,297,Other,Seasonal Spenders
48614,DEU,32,297,297,Other,Occasional Guests
48616,HRV,40,299,299,Other,Seasonal Spenders
48617,DNK,69,296,296,Other,Occasional Guests
48619,IRL,64,294,294,Direct,Occasional Guests
48621,PRT,43,294,294,Complementary,Low Spend Guests
48622,CHE,37,297,297,Other,Occasional Guests
48624,BGR,32,296,296,Other,Occasional Guests
48625,GBR,40,295,295,Other,Occasional Guests
48626,DEU,54,297,297,Other,Occasional Guests
48627,PRT,NULL,297,297,Other,Seasonal Spenders
48628,PRT,44,295,295,Other,Occasional Guests
48629,CHL,33,293,293,Other,Low Spend Guests
48630,GBR,48,293,293,Other,Occasional Guests
48631,DEU,54,300,300,Other,Seasonal Spenders
48633,FRA,54,293,293,Other,Occasional Guests
48634,GBR,38,293,293,Other,Low Spend Guests
48635,KOR,65,293,293,Other,Occasional Guests
48638,USA,59,293,293,Other,Low Spend Guests
48639,GBR,46,294,294,Other,Seasonal Spenders
48640,GBR,44,294,294,Other,Occasional Guests
48641,KOR,59,293,293,Other,Occasional Guests
48642,KOR,67,293,293,Other,Occasional Guests
48645,KOR,62,293,293,Other,Occasional Guests
48647,KOR,63,293,293,Other,Occasional Guests
48649,KOR,62,293,293,Other,Occasional Guests
48650,ESP,57,293,293,Corporate,Low Spend Guests
48651,COL,43,293,293,Corporate,Low Spend Guests
48652,KOR,68,293,293,Other,Occasional Guests
48653,FRA,55,294,294,Other,Occasional Guests
48655,PRT,39,294,294,Other,Occasional Guests
48656,PRT,67,293,293,Complementary,Low Spend Guests
48657,GBR,68,294,294,Travel Agent/Operator,Occasional Guests
48659,DEU,61,296,296,Other,Occasional Guests
48661,PRT,45,293,293,Corporate,Low Spend Guests
48662,DEU,61,294,294,Travel Agent/Operator,Occasional Guests
48664,FRA,35,295,295,Other,Occasional Guests
48666,ITA,55,295,295,Other,Occasional Guests
48668,BRA,38,298,298,Other,Seasonal Spenders
48669,ESP,51,295,295,Direct,Occasional Guests
48671,LUX,40,294,294,Other,Occasional Guests
48673,BEL,42,297,297,Other,Occasional Guests
48675,CZE,54,293,293,Direct,Occasional Guests
48676,CZE,43,293,293,Direct,Low Spend Guests
48677,ITA,45,296,296,Other,Occasional Guests
48679,ITA,18,296,296,Other,Seasonal Spenders
48682,KOR,54,293,293,Other,Occasional Guests
48683,PRT,46,295,295,Other,Occasional Guests
48685,GBR,53,293,293,Other,Occasional Guests
48686,ITA,44,295,295,Direct,Occasional Guests
48687,GBR,26,293,293,Other,Occasional Guests
48688,GBR,39,293,293,Other,Occasional Guests
48689,PRT,45,293,293,Direct,Occasional Guests
48690,PRT,56,293,293,Other,Occasional Guests
48691,PRT,46,355,5,Corporate,VIP Guests
48692,DEU,21,298,298,Other,Occasional Guests
48695,DEU,69,295,295,Other,Seasonal Spenders
48697,CHE,44,293,293,Other,Occasional Guests
48698,GBR,53,295,295,Other,Occasional Guests
48700,GBR,54,295,295,Other,Occasional Guests
48702,FRA,51,294,294,Other,Occasional Guests
48705,FRA,65,295,295,Other,Occasional Guests
48707,ITA,66,292,292,Other,Occasional Guests
48709,FRA,58,293,293,Other,Occasional Guests
48710,GBR,56,295,295,Other,Occasional Guests
48711,FRA,50,294,294,Other,Occasional Guests
48712,DEU,30,295,295,Other,Occasional Guests
48714,FIN,71,297,297,Other,Occasional Guests
48716,ESP,41,292,292,Other,Occasional Guests
48717,GBR,46,295,295,Other,Occasional Guests
48718,ESP,45,292,292,Other,Occasional Guests
48719,GBR,65,296,296,Travel Agent/Operator,Occasional Guests
48721,GBR,25,293,293,Other,Occasional Guests
48722,FRA,50,292,292,Other,Low Spend Guests
48723,FRA,49,292,292,Other,Occasional Guests
48724,SWE,33,295,295,Other,Seasonal Spenders
48726,FRA,45,292,292,Direct,Occasional Guests
48727,UKR,29,292,292,Other,Occasional Guests
48728,PRT,24,292,292,Other,Occasional Guests
48729,ESP,27,292,292,Other,Occasional Guests
48730,PRT,57,292,292,Corporate,Occasional Guests
48731,PRT,NULL,294,294,Corporate,Occasional Guests
48732,PRT,NULL,294,294,Corporate,Occasional Guests
48733,PRT,58,295,295,Other,Occasional Guests
48735,FRA,30,294,294,Other,Occasional Guests
48737,SWE,32,295,295,Other,Occasional Guests
48740,ESP,35,292,292,Other,Occasional Guests
48741,PRT,NULL,294,294,Other,Occasional Guests
48742,GRC,37,293,293,Direct,Occasional Guests
48743,NLD,41,294,294,Other,Occasional Guests
48745,DEU,26,295,295,Other,Occasional Guests
48747,DEU,63,298,298,Other,Seasonal Spenders
48749,CZE,59,295,295,Other,Seasonal Spenders
48752,RUS,50,294,294,Other,Occasional Guests
48754,KOR,45,292,292,Other,Occasional Guests
48756,GBR,29,294,294,Direct,Occasional Guests
48758,KOR,58,293,293,Other,Occasional Guests
48760,FRA,25,294,294,Travel Agent/Operator,Occasional Guests
48762,ESP,30,294,294,Other,Seasonal Spenders
48764,FRA,34,294,294,Other,Occasional Guests
48766,ITA,81,295,295,Other,Seasonal Spenders
48768,PRT,61,292,292,Direct,Occasional Guests
48770,FRA,27,294,294,Travel Agent/Operator,Occasional Guests
48772,SWE,25,298,298,Other,Seasonal Spenders
48774,CHE,52,292,292,Direct,Occasional Guests
48775,DEU,57,294,294,Travel Agent/Operator,Occasional Guests
48778,DEU,70,295,295,Other,Seasonal Spenders
48780,NLD,68,295,295,Other,Occasional Guests
48782,BEL,60,294,294,Aviation,Occasional Guests
48783,CAN,49,297,297,Direct,Seasonal Spenders
48785,BRA,45,294,294,Other,Occasional Guests
48787,FRA,56,291,291,Direct,Occasional Guests
48789,IRL,54,294,294,Other,Occasional Guests
48791,PRT,NULL,294,294,Groups,Occasional Guests
48792,USA,29,292,292,Groups,Occasional Guests
48793,ESP,36,294,294,Other,Occasional Guests
48794,GBR,75,294,294,Other,Occasional Guests
48796,USA,39,292,292,Groups,Occasional Guests
48797,ESP,46,293,293,Other,Occasional Guests
48799,USA,37,292,292,Groups,Occasional Guests
48800,ESP,66,293,293,Other,Occasional Guests
48801,ESP,54,291,291,Corporate,Occasional Guests
48802,USA,39,292,292,Groups,Occasional Guests
48803,USA,36,292,292,Groups,Occasional Guests
48804,GBR,57,293,293,Other,Occasional Guests
48807,USA,55,292,292,Groups,Occasional Guests
48808,USA,47,292,292,Groups,Occasional Guests
48809,USA,39,292,292,Groups,Occasional Guests
48810,ESP,49,291,291,Groups,Frequent Guests
48811,PRT,NULL,294,294,Groups,Occasional Guests
48812,GBR,37,294,294,Other,Occasional Guests
48816,PRT,44,295,295,Groups,Seasonal Spenders
48817,PRT,50,294,294,Groups,Occasional Guests
48818,DEU,57,294,294,Other,Occasional Guests
48820,GBR,45,302,302,Other,Seasonal Spenders
48821,GBR,27,302,302,Other,Seasonal Spenders
48823,USA,38,291,291,Other,Occasional Guests
48824,ESP,53,291,291,Groups,Occasional Guests
48825,DEU,81,294,294,Other,Occasional Guests
48826,PRT,NULL,292,292,Groups,Occasional Guests
48829,FRA,41,294,294,Other,Seasonal Spenders
48831,DEU,46,295,295,Direct,Occasional Guests
48832,DEU,25,295,295,Other,Seasonal Spenders
48834,DEU,59,295,295,Other,Occasional Guests
48836,GBR,65,293,293,Other,Occasional Guests
48838,DEU,53,295,295,Other,Seasonal Spenders
48841,PRT,37,291,291,Direct,Low Spend Guests
48843,PRT,52,294,294,Groups,Occasional Guests
48844,PRT,37,294,294,Groups,Occasional Guests
48845,RUS,23,297,297,Other,Seasonal Spenders
48847,PRT,NULL,295,295,Groups,Seasonal Spenders
48848,PRT,58,295,295,Groups,Occasional Guests
48849,FRA,61,295,295,Other,Seasonal Spenders
48851,FRA,54,294,294,Other,Seasonal Spenders
48853,PRT,NULL,294,294,Groups,Occasional Guests
48854,PRT,56,294,294,Groups,Occasional Guests
48855,PRT,NULL,294,294,Groups,Seasonal Spenders
48856,PRT,41,294,294,Groups,Occasional Guests
48857,GBR,64,294,294,Other,Occasional Guests
48860,PRT,51,294,294,Groups,Occasional Guests
48861,PRT,NULL,294,294,Groups,Occasional Guests
48862,PRT,41,294,294,Groups,Seasonal Spenders
48863,PRT,40,294,294,Groups,Occasional Guests
48864,FRA,27,293,293,Other,Occasional Guests
48866,BRA,36,294,294,Other,Occasional Guests
48867,DEU,64,294,294,Other,Occasional Guests
48869,GBR,72,294,294,Travel Agent/Operator,Occasional Guests
48871,BRA,51,295,295,Other,Seasonal Spenders
48873,DEU,70,293,293,Other,Occasional Guests
48875,DEU,29,294,294,Other,Occasional Guests
48877,ESP,65,296,296,Travel Agent/Operator,Occasional Guests
48879,HUN,65,295,295,Other,Seasonal Spenders
48883,ESP,66,296,296,Travel Agent/Operator,Seasonal Spenders
48885,PRT,64,294,294,Other,Seasonal Spenders
48887,GBR,23,295,295,Direct,Occasional Guests
48889,ESP,51,291,291,Corporate,Low Spend Guests
48890,ESP,70,296,296,Travel Agent/Operator,Seasonal Spenders
48892,CZE,37,294,294,Other,Seasonal Spenders
48895,ALB,31,291,291,Direct,Occasional Guests
48897,ESP,72,296,296,Travel Agent/Operator,Occasional Guests
48899,PRT,55,295,295,Groups,Seasonal Spenders
48900,DEU,43,295,295,Travel Agent/Operator,Occasional Guests
48902,FRA,41,292,292,Direct,Occasional Guests
48903,FRA,32,293,293,Other,Occasional Guests
48905,PRT,38,295,295,Groups,Seasonal Spenders
48906,FRA,62,294,294,Other,Occasional Guests
48908,USA,35,292,292,Groups,Occasional Guests
48909,PRT,44,295,295,Groups,Seasonal Spenders
48910,PRT,41,295,295,Groups,Seasonal Spenders
48911,FRA,33,294,294,Other,Occasional Guests
48913,AUS,33,292,292,Direct,Seasonal Spenders
48914,PRT,46,292,292,Direct,Seasonal Spenders
48915,GBR,32,292,292,Direct,Seasonal Spenders
48916,ESP,58,291,291,Groups,Occasional Guests
48917,PRT,38,294,294,Groups,Occasional Guests
48918,PRT,40,294,294,Groups,Seasonal Spenders
48919,CAN,51,297,297,Travel Agent/Operator,Seasonal Spenders
48921,PRT,55,292,292,Aviation,Occasional Guests
48922,FRA,66,293,293,Other,Seasonal Spenders
48924,USA,61,292,292,Groups,Occasional Guests
48925,USA,36,292,292,Groups,Occasional Guests
48926,POL,49,296,296,Other,Seasonal Spenders
48928,FRA,61,290,290,Travel Agent/Operator,Low Spend Guests
48930,FRA,51,290,290,Travel Agent/Operator,Low Spend Guests
48932,RUS,29,293,293,Other,Occasional Guests
48933,USA,39,292,292,Groups,Occasional Guests
48934,USA,35,292,292,Groups,Occasional Guests
48935,FRA,29,294,294,Other,Occasional Guests
48937,USA,37,292,292,Groups,Occasional Guests
48938,USA,50,292,292,Groups,Occasional Guests
48939,USA,47,292,292,Groups,Occasional Guests
48941,PRT,50,292,292,Groups,Occasional Guests
48942,IRL,50,293,293,Other,Occasional Guests
48945,POL,37,295,295,Other,Seasonal Spenders
48949,USA,39,292,292,Groups,Occasional Guests
48950,PRT,NULL,293,293,Other,Occasional Guests
48952,IRL,26,294,294,Other,Seasonal Spenders
48953,CHE,50,295,295,Direct,Seasonal Spenders
48955,GBR,65,293,293,Other,Seasonal Spenders
48957,DEU,56,291,291,Other,Occasional Guests
48958,DEU,55,290,290,Other,Low Spend Guests
48959,GBR,63,292,292,Direct,Occasional Guests
48961,GBR,57,292,292,Direct,Seasonal Spenders
48963,PRT,67,291,284,Other,Frequent Guests
48964,ITA,64,292,292,Other,Occasional Guests
48966,NLD,43,295,295,Other,Seasonal Spenders
48968,PRT,NULL,292,292,Aviation,Occasional Guests
48969,LUX,22,293,293,Other,Occasional Guests
48970,DEU,55,292,292,Other,Occasional Guests
48972,USA,31,292,292,Groups,Occasional Guests
48973,USA,57,292,292,Other,Occasional Guests
48974,USA,67,292,292,Other,Occasional Guests
48975,FRA,44,295,295,Other,Seasonal Spenders
48977,ESP,45,291,291,Other,Occasional Guests
48979,ITA,37,293,293,Other,Seasonal Spenders
48982,PRT,44,291,291,Corporate,Occasional Guests
48983,DEU,49,293,293,Travel Agent/Operator,Seasonal Spenders
48985,ROU,41,292,292,Other,Occasional Guests
48987,PRT,NULL,290,290,Direct,Occasional Guests
48988,PRT,34,292,292,Groups,Occasional Guests
48990,GBR,29,291,291,Other,Occasional Guests
48992,PRT,50,290,290,Groups,Occasional Guests
48993,BEL,59,291,291,Other,Occasional Guests
48994,USA,42,292,292,Groups,Occasional Guests
48996,PRT,NULL,290,290,Direct,Occasional Guests
48997,USA,35,292,292,Other,Occasional Guests
49003,USA,26,290,290,Other,Occasional Guests
49005,FRA,28,292,292,Other,Occasional Guests
49007,DNK,53,295,295,Direct,Seasonal Spenders
49009,DEU,50,296,296,Other,Seasonal Spenders
49010,BRA,34,290,290,Other,Occasional Guests
49012,FRA,32,293,293,Other,Occasional Guests
49014,CAN,25,295,295,Other,Seasonal Spenders
49015,DEU,27,294,294,Travel Agent/Operator,Occasional Guests
49016,BRA,49,291,291,Other,Occasional Guests
49020,BEL,26,293,293,Other,Occasional Guests
49021,PRT,69,292,292,Direct,Occasional Guests
49023,CAN,72,290,290,Direct,Low Spend Guests
49025,DEU,42,290,290,Other,Low Spend Guests
49026,ESP,50,290,290,Other,Occasional Guests
49029,ESP,44,292,292,Other,Occasional Guests
49031,USA,35,292,292,Other,Occasional Guests
49033,ITA,62,291,289,Corporate,Frequent Guests
49035,PRT,NULL,289,289,Direct,Occasional Guests
49036,USA,70,289,289,Direct,Occasional Guests
49039,BRA,28,293,293,Other,Seasonal Spenders
49041,DEU,27,293,293,Other,Seasonal Spenders
49043,NOR,41,291,291,Groups,Occasional Guests
49044,USA,42,292,292,Direct,Occasional Guests
49045,NLD,54,293,293,Direct,Seasonal Spenders
49047,DEU,43,294,294,Travel Agent/Operator,Occasional Guests
49049,USA,49,295,295,Groups,Seasonal Spenders
49051,USA,23,295,295,Groups,Seasonal Spenders
49053,USA,25,295,295,Groups,Seasonal Spenders
49054,USA,22,295,295,Groups,Seasonal Spenders
49057,USA,32,295,295,Groups,Seasonal Spenders
49059,USA,39,292,292,Groups,Seasonal Spenders
49060,USA,52,295,295,Groups,Seasonal Spenders
49062,USA,54,295,295,Groups,Seasonal Spenders
49063,USA,48,292,292,Groups,Seasonal Spenders
49064,USA,53,292,292,Groups,Seasonal Spenders
49065,USA,51,292,292,Groups,Seasonal Spenders
49066,GBR,53,291,291,Other,Occasional Guests
49068,BEL,28,291,291,Direct,Occasional Guests
49070,POL,37,290,288,Direct,Frequent Guests
49072,USA,28,295,295,Groups,Seasonal Spenders
49074,UKR,28,295,295,Other,Seasonal Spenders
49076,NLD,47,291,291,Direct,Occasional Guests
49078,FRA,32,292,292,Other,Seasonal Spenders
49079,NLD,48,291,291,Direct,Seasonal Spenders
49081,CZE,40,290,290,Other,Occasional Guests
49083,HUN,20,291,291,Other,Seasonal Spenders
49085,HUN,47,291,291,Other,Occasional Guests
49087,CHN,32,290,290,Other,Occasional Guests
49089,ESP,48,290,290,Direct,Occasional Guests
49091,ESP,48,290,290,Direct,Occasional Guests
49093,FRA,38,290,290,Travel Agent/Operator,Occasional Guests
49096,DEU,47,291,291,Other,Occasional Guests
49098,USA,40,292,292,Groups,Seasonal Spenders
49099,DEU,49,290,290,Travel Agent/Operator,Occasional Guests
49101,FRA,60,290,290,Other,Occasional Guests
49103,PRT,46,289,289,Direct,Occasional Guests
49104,PRT,36,292,285,Groups,Frequent Guests
49105,PRT,49,291,291,Other,Occasional Guests
49107,FRA,60,290,290,Corporate,Occasional Guests
49108,ITA,45,290,290,Corporate,Occasional Guests
49109,BRA,68,292,292,Other,Seasonal Spenders
49112,NLD,55,292,292,Direct,Occasional Guests
49114,GBR,27,289,289,Other,Occasional Guests
49116,HUN,59,292,292,Other,Seasonal Spenders
49119,PRT,54,291,291,Other,Occasional Guests
49121,PRT,52,289,289,Complementary,Low Spend Guests
49122,FRA,26,292,292,Other,Occasional Guests
49124,DEU,56,290,290,Travel Agent/Operator,Occasional Guests
49126,ITA,39,291,291,Other,Occasional Guests
49128,ESP,45,290,290,Direct,Occasional Guests
49130,PRT,37,289,289,Direct,Occasional Guests
49133,GBR,77,293,293,Other,Seasonal Spenders
49135,CHE,33,294,294,Other,Seasonal Spenders
49136,ESP,47,290,290,Direct,Occasional Guests
49138,BEL,30,288,288,Direct,Occasional Guests
49139,PRT,46,290,290,Groups,Occasional Guests
49141,PRT,36,291,291,Groups,Seasonal Spenders
49142,FRA,57,288,288,Other,Occasional Guests
49143,FRA,58,288,288,Other,Occasional Guests
49144,NLD,35,290,290,Other,Occasional Guests
49146,ESP,46,290,290,Other,Occasional Guests
49149,DEU,52,290,290,Other,Occasional Guests
49151,VEN,48,288,288,Other,Low Spend Guests
49153,BEL,61,290,290,Travel Agent/Operator,Occasional Guests
49155,BRA,71,288,288,Other,Occasional Guests
49157,NLD,47,289,289,Other,Occasional Guests
49159,DEU,32,290,290,Other,Occasional Guests
49161,ESP,59,288,288,Other,Occasional Guests
49162,GBR,69,291,291,Other,Seasonal Spenders
49164,GBR,35,290,290,Other,Occasional Guests
49166,GBR,55,291,291,Other,Occasional Guests
49168,FRA,27,292,292,Travel Agent/Operator,Occasional Guests
49170,PRT,23,288,244,Corporate,Frequent Guests
49171,PRT,44,288,21,Corporate,VIP Guests
49172,PRT,60,288,288,Direct,Occasional Guests
49174,FRA,47,289,289,Other,Seasonal Spenders
49176,DEU,45,289,289,Groups,Occasional Guests
49177,CAN,55,287,287,Other,Occasional Guests
49179,FRA,69,291,291,Other,Seasonal Spenders
49181,CAN,66,293,293,Travel Agent/Operator,Seasonal Spenders
49183,DEU,39,289,289,Groups,Occasional Guests
49184,USA,72,294,294,Other,Seasonal Spenders
49186,HUN,51,287,287,Other,Occasional Guests
49190,FRA,38,289,289,Groups,Occasional Guests
49191,PRT,43,290,290,Direct,Occasional Guests
49193,AUT,51,289,289,Groups,Occasional Guests
49194,AUT,56,289,289,Groups,Occasional Guests
49195,FRA,51,289,289,Groups,Occasional Guests
49196,FRA,31,289,289,Groups,Occasional Guests
49197,DEU,55,289,289,Groups,Occasional Guests
49198,GBR,50,287,287,Other,Occasional Guests
49199,PRT,38,288,288,Groups,Occasional Guests
49200,PRT,49,288,288,Groups,Occasional Guests
49201,IRL,61,293,293,Travel Agent/Operator,Seasonal Spenders
49203,ITA,72,290,290,Other,Seasonal Spenders
49204,ESP,50,287,287,Other,Occasional Guests
49205,SAU,46,289,289,Other,Seasonal Spenders
49206,PRT,34,287,287,Complementary,Low Spend Guests
49207,ESP,36,289,289,Groups,Seasonal Spenders
49208,CAN,56,288,288,Travel Agent/Operator,Occasional Guests
49210,ESP,55,289,289,Groups,Occasional Guests
49211,DEU,50,288,288,Groups,Occasional Guests
49212,GBR,63,290,290,Other,Occasional Guests
49216,ESP,47,291,291,Groups,Seasonal Spenders
49217,PRT,34,288,288,Groups,Occasional Guests
49218,GBR,68,290,290,Other,Occasional Guests
49222,PRT,NULL,289,289,Groups,Seasonal Spenders
49223,PRT,41,288,288,Groups,Occasional Guests
49224,POL,42,290,290,Other,Seasonal Spenders
49226,POL,44,290,290,Other,Seasonal Spenders
49228,GBR,42,289,289,Other,Occasional Guests
49230,ESP,43,287,287,Other,Occasional Guests
49231,ESP,49,289,289,Groups,Occasional Guests
49232,GBR,56,293,293,Travel Agent/Operator,Seasonal Spenders
49234,DEU,41,289,289,Groups,Occasional Guests
49235,PRT,44,289,289,Groups,Occasional Guests
49236,GBR,70,290,290,Other,Seasonal Spenders
49239,DEU,47,289,289,Groups,Occasional Guests
49240,PRT,52,291,291,Groups,Seasonal Spenders
49241,DEU,35,289,289,Groups,Occasional Guests
49242,DEU,37,291,291,Groups,Seasonal Spenders
49244,ESP,44,289,289,Groups,Seasonal Spenders
49245,DEU,47,290,290,Groups,Seasonal Spenders
49246,PRT,34,288,288,Direct,Occasional Guests
49248,MEX,51,289,289,Groups,Seasonal Spenders
49249,DEU,51,288,288,Groups,Occasional Guests
49250,DEU,45,288,288,Groups,Occasional Guests
49251,USA,61,288,288,Corporate,Occasional Guests
49252,FRA,50,289,289,Groups,Seasonal Spenders
49253,PRT,32,288,288,Groups,Occasional Guests
49254,ITA,37,287,287,Groups,Occasional Guests
49255,DEU,39,288,288,Groups,Occasional Guests
49256,DEU,45,289,289,Groups,Seasonal Spenders
49257,USA,48,288,288,Corporate,Occasional Guests
49258,ROU,43,288,288,Groups,Occasional Guests
49259,FRA,39,289,289,Groups,Seasonal Spenders
49260,ESP,69,289,289,Groups,Seasonal Spenders
49261,PRT,NULL,286,286,Direct,Occasional Guests
49262,DEU,36,288,288,Groups,Occasional Guests
49263,ESP,34,288,288,Groups,Occasional Guests
49264,ITA,38,289,289,Groups,Seasonal Spenders
49265,FRA,52,288,288,Groups,Occasional Guests
49266,ESP,46,289,289,Groups,Seasonal Spenders
49267,HRV,41,289,289,Groups,Seasonal Spenders
49268,ESP,45,291,291,Groups,Seasonal Spenders
49269,FRA,34,289,289,Groups,Seasonal Spenders
49270,DEU,44,289,289,Groups,Seasonal Spenders
49271,DEU,43,289,289,Groups,Seasonal Spenders
49272,DEU,32,289,289,Groups,Seasonal Spenders
49273,FRA,54,289,289,Groups,Seasonal Spenders
49274,ESP,41,289,289,Groups,Seasonal Spenders
49275,DEU,47,289,289,Groups,Seasonal Spenders
49276,TUR,60,289,289,Groups,Seasonal Spenders
49277,BEL,36,289,289,Groups,Seasonal Spenders
49278,FRA,40,291,291,Groups,Seasonal Spenders
49279,BRA,55,289,285,Other,Frequent Guests
49280,FRA,51,289,289,Groups,Seasonal Spenders
49281,GBR,39,287,287,Other,Occasional Guests
49282,FRA,32,289,289,Groups,Seasonal Spenders
49283,PRT,NULL,289,289,Groups,Seasonal Spenders
49284,FRA,38,289,289,Groups,Seasonal Spenders
49285,FRA,41,289,289,Groups,Seasonal Spenders
49286,PRT,36,288,288,Groups,Occasional Guests
49287,ESP,29,286,286,Other,Occasional Guests
49288,FRA,31,289,289,Groups,Seasonal Spenders
49289,FRA,41,288,288,Groups,Occasional Guests
49290,FRA,47,288,288,Groups,Occasional Guests
49291,FRA,41,289,289,Groups,Seasonal Spenders
49292,FRA,53,289,289,Groups,Seasonal Spenders
49293,FRA,47,289,289,Groups,Seasonal Spenders
49294,DEU,47,289,289,Groups,Seasonal Spenders
49295,PRT,42,289,289,Groups,Seasonal Spenders
49296,FRA,53,289,289,Groups,Seasonal Spenders
49297,FRA,41,289,289,Groups,Seasonal Spenders
49298,DEU,35,288,288,Groups,Occasional Guests
49299,AUT,33,289,289,Groups,Seasonal Spenders
49300,PRT,54,290,290,Groups,Seasonal Spenders
49301,ESP,44,289,289,Groups,Seasonal Spenders
49302,BEL,52,288,288,Other,Seasonal Spenders
49303,ESP,43,289,289,Groups,Seasonal Spenders
49304,DEU,55,288,288,Direct,Occasional Guests
49305,BEL,32,289,289,Groups,Seasonal Spenders
49306,ESP,46,288,288,Groups,Occasional Guests
49307,FRA,46,289,289,Groups,Seasonal Spenders
49308,PRT,53,287,287,Groups,Occasional Guests
49309,DEU,51,288,288,Groups,Occasional Guests
49310,BRA,60,289,289,Other,Seasonal Spenders
49314,ESP,32,289,289,Groups,Seasonal Spenders
49315,PRT,NULL,287,287,Other,Occasional Guests
49316,ESP,52,288,288,Groups,Occasional Guests
49317,PRT,33,289,289,Groups,Seasonal Spenders
49318,ESP,27,287,287,Other,Occasional Guests
49320,SVK,58,289,289,Other,Occasional Guests
49322,PRT,54,289,289,Groups,Occasional Guests
49324,PRT,60,289,289,Groups,Seasonal Spenders
49325,ITA,29,288,288,Groups,Occasional Guests
49326,POL,58,289,289,Groups,Seasonal Spenders
49327,FRA,32,289,289,Groups,Seasonal Spenders
49328,CZE,38,289,289,Other,Occasional Guests
49330,ESP,48,288,288,Groups,Occasional Guests
49331,CHE,29,289,289,Groups,Seasonal Spenders
49332,DEU,55,288,288,Groups,Occasional Guests
49333,DEU,32,289,289,Groups,Seasonal Spenders
49334,BRA,44,288,288,Groups,Occasional Guests
49335,BEL,44,289,289,Groups,Seasonal Spenders
49336,FRA,35,289,289,Groups,Seasonal Spenders
49337,FRA,33,288,288,Groups,Occasional Guests
49338,DEU,48,289,289,Groups,Seasonal Spenders
49339,USA,21,288,288,Direct,Seasonal Spenders
49341,GBR,49,289,289,Direct,Seasonal Spenders
49342,PRT,47,287,287,Groups,Occasional Guests
49343,AUT,37,289,289,Groups,Seasonal Spenders
49344,FRA,37,289,289,Groups,Seasonal Spenders
49345,PRT,50,301,301,Direct,Seasonal Spenders
49346,DEU,45,289,289,Groups,Seasonal Spenders
49347,DEU,34,289,289,Groups,Seasonal Spenders
49348,DEU,31,289,289,Groups,Seasonal Spenders
49350,FRA,55,289,289,Groups,Seasonal Spenders
49351,AUT,29,289,289,Groups,Seasonal Spenders
49352,CZE,52,289,289,Other,Occasional Guests
49354,FRA,49,289,289,Groups,Seasonal Spenders
49355,FRA,41,289,289,Groups,Seasonal Spenders
49356,ESP,26,290,290,Groups,Seasonal Spenders
49357,FRA,36,289,289,Groups,Seasonal Spenders
49358,FRA,42,289,289,Groups,Seasonal Spenders
49359,BEL,43,289,289,Groups,Seasonal Spenders
49360,CZE,38,289,289,Other,Occasional Guests
49362,DEU,50,289,289,Groups,Seasonal Spenders
49363,AUT,30,288,288,Groups,Occasional Guests
49364,BRA,38,288,285,Direct,Frequent Guests
49366,CHE,46,289,289,Groups,Seasonal Spenders
49367,CZE,53,289,289,Other,Occasional Guests
49369,ESP,30,289,289,Groups,Seasonal Spenders
49370,CZE,53,289,289,Other,Occasional Guests
49372,GBR,42,289,289,Groups,Seasonal Spenders
49373,FRA,50,289,289,Groups,Seasonal Spenders
49374,DEU,38,290,290,Groups,Seasonal Spenders
49375,BRA,44,289,289,Groups,Seasonal Spenders
49377,FRA,40,289,289,Groups,Seasonal Spenders
49378,FRA,47,289,289,Groups,Seasonal Spenders
49379,DEU,57,290,290,Groups,Seasonal Spenders
49380,FRA,31,289,289,Groups,Seasonal Spenders
49381,BRA,42,290,285,Other,Frequent Guests
49382,FRA,72,289,289,Groups,Seasonal Spenders
49384,BRA,55,289,289,Other,Seasonal Spenders
49385,USA,58,285,285,Other,Occasional Guests
49387,USA,76,285,285,Other,Occasional Guests
49389,USA,67,285,285,Other,Occasional Guests
49391,ESP,37,285,285,Other,Occasional Guests
49392,LUX,62,287,287,Other,Occasional Guests
49393,USA,73,285,285,Other,Occasional Guests
49395,FRA,30,287,287,Other,Occasional Guests
49399,PRT,NULL,287,287,Corporate,Occasional Guests
49400,NOR,57,290,290,Other,Seasonal Spenders
49401,ITA,58,285,285,Other,Occasional Guests
49403,PRT,26,285,285,Corporate,Low Spend Guests
49405,ESP,37,286,14,Corporate,VIP Guests
